                                                          31 Oct 2024 13:52:21
Satellite-L2Orbit


    X (km)            Y (km)            Z (km)               Time (UTCG)      
 325322.056587    -182702.690198    -134421.648871     2 Jan 2017 08:27:00.051
 332207.665674    -172233.026127    -133327.660776     2 Jan 2017 11:59:07.327
 339298.068941    -160690.094306    -131745.253195     2 Jan 2017 15:50:40.770
 346524.784348    -147967.596896    -129574.503588     2 Jan 2017 20:03:20.621
 353764.464593    -134015.979866    -126711.933986     3 Jan 2017 00:37:40.894
 360731.505571    -119113.237706    -123128.420742     3 Jan 2017 05:27:59.889
 367268.720435    -103339.672301    -118771.777553     3 Jan 2017 10:32:44.301
 373197.283643     -86873.868941    -113627.590648     3 Jan 2017 15:48:39.764
 378339.928797     -70005.423661    -107739.876184     3 Jan 2017 21:10:38.547
 380676.447092     -61109.863247    -104384.989255     3 Jan 2017 23:59:59.000
